featureNam,featureRef,featureAlt,POINT_X,POINT_Y,admin1_state,admin2_county,admin3_payam,admin4_boma,County_id,county_x_centroid,county_y_centroid,Boma_id,boma_x_centroid,boma_y_centroid,Payam_id,payam_x_centroid,payam_y_centroid
Anyuet,Anyuet,,30.4605852,6.565155702,Lakes,Yirol West,Abang,Pankar,54,30.48735419,6.39567492,1447,30.4598489,6.590642007,365,30.58768623,6.587900873
Elerwey,Elerwey,,30.49,6.54,Lakes,Yirol West,Yirol,Amatnhom,54,30.48735419,6.39567492,1460,30.40224347,6.491221843,371,30.40224347,6.491221843
Aterieu,Aterieu,,30.10016154,6.459125366,Lakes,Yirol West,Aluakluak,Aluakluak,54,30.48735419,6.39567492,1450,30.08759803,6.466981009,366,30.05626454,6.449681903
Puladhur,Puladhur,,30.09,6.48,Lakes,Yirol West,Aluakluak,Aluakluak,54,30.48735419,6.39567492,1450,30.08759803,6.466981009,366,30.05626454,6.449681903
Dipur,Dipur,,30.10048512,6.473971944,Lakes,Yirol West,Aluakluak,Aluakluak,54,30.48735419,6.39567492,1450,30.08759803,6.466981009,366,30.05626454,6.449681903
Thanytoc,Thanytoc,,30.1045917,6.4760684,Lakes,Yirol West,Aluakluak,Aluakluak,54,30.48735419,6.39567492,1450,30.08759803,6.466981009,366,30.05626454,6.449681903
Atiriu,Atiriu,,30.03695272,6.478834173,Lakes,Yirol West,Aluakluak,Aluakluak,54,30.48735419,6.39567492,1450,30.08759803,6.466981009,366,30.05626454,6.449681903
Kering,Kering,,30.0425918,6.456025,Lakes,Yirol West,Aluakluak,Aluakluak,54,30.48735419,6.39567492,1450,30.08759803,6.466981009,366,30.05626454,6.449681903
Ger,Ger,,30.05416667,6.439722223,Lakes,Yirol West,Aluakluak,Agany,54,30.48735419,6.39567492,1449,30.01846546,6.428813172,366,30.05626454,6.449681903
Lila,Lila,,30.05416667,6.466944444,Lakes,Yirol West,Aluakluak,Aluakluak,54,30.48735419,6.39567492,1450,30.08759803,6.466981009,366,30.05626454,6.449681903
Moraluit,Moraluit,,30.01909,6.4,Lakes,Yirol West,Mapuordit,Mabui,54,30.48735419,6.39567492,1459,30.0357305,6.381051048,370,30.11671013,6.33004971
Moraluit,Moraluit,,30.01909,6.4,Lakes,Yirol West,Mapuordit,Mabui,54,30.48735419,6.39567492,1459,30.0357305,6.381051048,370,30.11671013,6.33004971
Amatnhom,Amatnhom,,30.0083033,6.3918092,Lakes,Yirol West,Mapuordit,Mabui,54,30.48735419,6.39567492,1459,30.0357305,6.381051048,370,30.11671013,6.33004971
Angei,Angei,,30.1064224,6.3807973,Lakes,Yirol West,Mapuordit,Mabui,54,30.48735419,6.39567492,1459,30.0357305,6.381051048,370,30.11671013,6.33004971
Butic,Butic,,30.1063862,6.3808151,Lakes,Yirol West,Mapuordit,Mabui,54,30.48735419,6.39567492,1459,30.0357305,6.381051048,370,30.11671013,6.33004971
Majok,Majok,,30.1064224,6.3807973,Lakes,Yirol West,Mapuordit,Mabui,54,30.48735419,6.39567492,1459,30.0357305,6.381051048,370,30.11671013,6.33004971
Majok,Majok,,30.1064224,6.3807973,Lakes,Yirol West,Mapuordit,Mabui,54,30.48735419,6.39567492,1459,30.0357305,6.381051048,370,30.11671013,6.33004971
Atemvey,Atemvey,,30.10231432,6.393379629,Lakes,Yirol West,Aluakluak,Agany,54,30.48735419,6.39567492,1449,30.01846546,6.428813172,366,30.05626454,6.449681903
Ahon,Ahon,,30.1624652,6.3025742,Lakes,Yirol West,Mapuordit,Agutraan,54,30.48735419,6.39567492,1458,30.16422303,6.300125869,370,30.11671013,6.33004971
Yiluali,Yiluali,,30.1614537,6.324136,Lakes,Yirol West,Mapuordit,Agutraan,54,30.48735419,6.39567492,1458,30.16422303,6.300125869,370,30.11671013,6.33004971
Atwot,Atwot,,30.3333333,6.3666667,Lakes,Yirol West,Gher,Yibor,54,30.48735419,6.39567492,1457,30.23442311,6.47241089,369,30.22849689,6.47720535
Atwot,Atwot,,30.3333333,6.3666667,Lakes,Yirol West,Gher,Yibor,54,30.48735419,6.39567492,1457,30.23442311,6.47241089,369,30.22849689,6.47720535
Lual,Lual,,30.29201813,6.167388984,Lakes,Yirol West,Anuol,Kathiar,54,30.48735419,6.39567492,1452,30.28247239,6.207820261,367,30.37144277,6.204889389
Aruau,Aruau,,30.5550653,6.483672,Lakes,Yirol West,Geng-geng,Akekoi,54,30.48735419,6.39567492,1453,30.69090916,6.530717355,368,30.72859242,6.407889823
Panliet,Panliet,,30.53562,6.596082,Lakes,Yirol West,Abang,Benylom,54,30.48735419,6.39567492,1445,30.55538913,6.572622284,365,30.58768623,6.587900873
Abang,Abang,,30.53861111,6.604166667,Lakes,Yirol East,Lekakedu,Aruom-nyiel,53,30.80229451,6.794758345,1432,30.54750887,6.652945106,360,30.59794995,6.679107996
Nyaliot,Nyaliot,,30.53619901,6.599606998,Lakes,Yirol West,Abang,Benylom,54,30.48735419,6.39567492,1445,30.55538913,6.572622284,365,30.58768623,6.587900873
Alelpaich,Alelpaich,,30.43979832,6.582124513,Lakes,Yirol West,Abang,Pankar,54,30.48735419,6.39567492,1447,30.4598489,6.590642007,365,30.58768623,6.587900873
Lila,Lila,,30.05416667,6.466944444,Lakes,Yirol West,Aluakluak,Aluakluak,54,30.48735419,6.39567492,1450,30.08759803,6.466981009,366,30.05626454,6.449681903
Nyaliot,Nyaliot,,30.53,6.61,Lakes,Yirol East,Lekakedu,Aruom-nyiel,53,30.80229451,6.794758345,1432,30.54750887,6.652945106,360,30.59794995,6.679107996
Aromnel,Aromnel,Aruom-nyiel,30.51827727,6.599803556,Lakes,Yirol East,Lekakedu,Aruom-nyiel,53,30.80229451,6.794758345,1432,30.54750887,6.652945106,360,30.59794995,6.679107996
Lakukedu,Lakukedu,Lekhakedu,30.58583333,6.678333334,Lakes,Yirol East,Lekakedu,Aruom-nyiel,53,30.80229451,6.794758345,1432,30.54750887,6.652945106,360,30.59794995,6.679107996
Yepyiliep Riang Manyang,Yepyiliep Riang Manyang,,30.5759286,6.6923644,Lakes,Yirol East,Lekakedu,Aruom-nyiel,53,30.80229451,6.794758345,1432,30.54750887,6.652945106,360,30.59794995,6.679107996
Jakdeer,Jakdeer,,30.6314374,6.7088592,Lakes,Yirol East,Lekakedu,Akeu,53,30.80229451,6.794758345,1431,30.63253985,6.684061575,360,30.59794995,6.679107996
Jotjo-ahoth,Jotjo-ahoth,,30.6194134,6.7218524,Lakes,Yirol East,Lekakedu,Nyang,53,30.80229451,6.794758345,1434,30.61604621,6.727330414,360,30.59794995,6.679107996
Makoy,Makoy,,30.64332747,6.751454597,Lakes,Yirol East,Adior,Mamer,53,30.80229451,6.794758345,1429,30.67284632,6.741708491,359,30.81986538,6.931449866
Abankou,Abankou,,30.6829842,6.7326878,Lakes,Yirol East,Adior,Mamer,53,30.80229451,6.794758345,1429,30.67284632,6.741708491,359,30.81986538,6.931449866
Wanbor,Wanbor,,30.5749606,6.7472211,Lakes,Yirol East,Tinagau,Tinagau,53,30.80229451,6.794758345,1441,30.57597371,6.953024257,363,30.57221372,6.94058936
Lietgheir,Lietgheir,,30.51757903,6.715851022,Lakes,Yirol East,Tinagau,Achigor,53,30.80229451,6.794758345,1440,30.50321809,6.712410109,363,30.57221372,6.94058936
Tirro,Tirro,,30.42609185,6.739898377,Lakes,Yirol East,Pagarau,Machuor,53,30.80229451,6.794758345,1438,30.45922953,6.839211025,362,30.41283462,6.881568327
Aradeyba,Aradeyba,Aradeiba,30.48519807,6.798619272,Lakes,Yirol East,Pagarau,Machuor,53,30.80229451,6.794758345,1438,30.45922953,6.839211025,362,30.41283462,6.881568327
Beyteyn,Beyteyn,,30.51156354,6.841480485,Lakes,Yirol East,Tinagau,Tinagau,53,30.80229451,6.794758345,1441,30.57597371,6.953024257,363,30.57221372,6.94058936
Anop,Anop,,30.4155518,6.870243184,Lakes,Yirol East,Pagarau,Machuor,53,30.80229451,6.794758345,1438,30.45922953,6.839211025,362,30.41283462,6.881568327
Pul Gor,Pul Gor,,30.40006254,6.966330432,Lakes,Yirol East,Pagarau,Pagarau,53,30.80229451,6.794758345,1439,30.38096451,6.910664876,362,30.41283462,6.881568327
Papui,Papui,,30.40908872,7.00676745,Lakes,Yirol East,Pagarau,Pagarau,53,30.80229451,6.794758345,1439,30.38096451,6.910664876,362,30.41283462,6.881568327
Pul Akot,Pul Akot,,30.41472922,7.025286025,Lakes,Yirol East,Pagarau,Pagarau,53,30.80229451,6.794758345,1439,30.38096451,6.910664876,362,30.41283462,6.881568327
Lortiop,Lortiop,,30.37411292,7.063240002,Lakes,Yirol East,Pagarau,Pagarau,53,30.80229451,6.794758345,1439,30.38096451,6.910664876,362,30.41283462,6.881568327
Ajak,Ajak,,30.52941119,7.025724747,Lakes,Yirol East,Tinagau,Tinagau,53,30.80229451,6.794758345,1441,30.57597371,6.953024257,363,30.57221372,6.94058936
Pangok,Pangok,,30.61741471,7.051631677,Lakes,Yirol East,Tinagau,Tinagau,53,30.80229451,6.794758345,1441,30.57597371,6.953024257,363,30.57221372,6.94058936
Pul Loy,Pul Loy,,30.7667688,6.991613939,Lakes,Yirol East,Adior,Shambe,53,30.80229451,6.794758345,1430,30.77813247,7.004502236,359,30.81986538,6.931449866
Umm Sutre,Umm Sutre,,30.62649802,6.97979272,Lakes,Yirol East,Tinagau,Tinagau,53,30.80229451,6.794758345,1441,30.57597371,6.953024257,363,30.57221372,6.94058936
Palwal,Palwal,,30.71981826,6.767219701,Lakes,Yirol East,Adior,Machar-aciek,53,30.80229451,6.794758345,1428,30.68982674,6.776723971,359,30.81986538,6.931449866
Panjey,Panjey,,30.7436282,6.783923866,Lakes,Yirol East,Adior,Ayiem,53,30.80229451,6.794758345,1427,30.92010996,6.83692047,359,30.81986538,6.931449866
Wunamet,Wunamet,,30.73149739,6.808207198,Lakes,Yirol East,Adior,Ayiem,53,30.80229451,6.794758345,1427,30.92010996,6.83692047,359,30.81986538,6.931449866
Maen,Maen,,30.71516664,6.788133873,Lakes,Yirol East,Adior,Ayiem,53,30.80229451,6.794758345,1427,30.92010996,6.83692047,359,30.81986538,6.931449866
Makwey,Makwey,,30.70493584,6.789792542,Lakes,Yirol East,Adior,Machar-aciek,53,30.80229451,6.794758345,1428,30.68982674,6.776723971,359,30.81986538,6.931449866
Acolnyong,Acolnyong,,30.7087081,6.780562,Lakes,Yirol East,Adior,Machar-aciek,53,30.80229451,6.794758345,1428,30.68982674,6.776723971,359,30.81986538,6.931449866
Machar,Machar,,30.70768904,6.780210498,Lakes,Yirol East,Adior,Machar-aciek,53,30.80229451,6.794758345,1428,30.68982674,6.776723971,359,30.81986538,6.931449866
Akoloch,Akoloch,,30.70057172,6.799565859,Lakes,Yirol East,Adior,Machar-aciek,53,30.80229451,6.794758345,1428,30.68982674,6.776723971,359,30.81986538,6.931449866
Lotolot,Lotolot,,30.70266564,6.812290372,Lakes,Yirol East,Adior,Machar-aciek,53,30.80229451,6.794758345,1428,30.68982674,6.776723971,359,30.81986538,6.931449866
Ujur,Ujur,,30.68398834,6.869632159,Lakes,Yirol East,Adior,Shambe,53,30.80229451,6.794758345,1430,30.77813247,7.004502236,359,30.81986538,6.931449866
Ajwir,Ajwir,,30.70095781,6.877379851,Lakes,Yirol East,Adior,Shambe,53,30.80229451,6.794758345,1430,30.77813247,7.004502236,359,30.81986538,6.931449866
Tep,Tep,,30.69326318,7.093439483,Lakes,Yirol East,Adior,Shambe,53,30.80229451,6.794758345,1430,30.77813247,7.004502236,359,30.81986538,6.931449866
Muot,Muot,,30.71028275,7.111681158,Lakes,Yirol East,Adior,Shambe,53,30.80229451,6.794758345,1430,30.77813247,7.004502236,359,30.81986538,6.931449866
Nyiluel,Nyiluel,,30.7755687,7.081693,Lakes,Yirol East,Adior,Shambe,53,30.80229451,6.794758345,1430,30.77813247,7.004502236,359,30.81986538,6.931449866
Pul Lang,Pul Lang,,30.79608379,6.960855983,Lakes,Yirol East,Adior,Shambe,53,30.80229451,6.794758345,1430,30.77813247,7.004502236,359,30.81986538,6.931449866
Marial,Marial,,30.82,6.93,Lakes,Yirol East,Adior,Shambe,53,30.80229451,6.794758345,1430,30.77813247,7.004502236,359,30.81986538,6.931449866
Nyachir,Nyachir,,30.84032298,6.91480629,Lakes,Yirol East,Adior,Shambe,53,30.80229451,6.794758345,1430,30.77813247,7.004502236,359,30.81986538,6.931449866
Padijal,Padijal,,30.85596134,6.905635791,Lakes,Yirol East,Adior,Shambe,53,30.80229451,6.794758345,1430,30.77813247,7.004502236,359,30.81986538,6.931449866
Mabor,Mabor,,30.8622305,6.893520832,Lakes,Yirol East,Adior,Shambe,53,30.80229451,6.794758345,1430,30.77813247,7.004502236,359,30.81986538,6.931449866
Wer Piar,Wer Piar,,30.94414894,6.857578419,Lakes,Yirol East,Adior,Ayiem,53,30.80229451,6.794758345,1427,30.92010996,6.83692047,359,30.81986538,6.931449866
Wangagal,Wangagal,,30.90315919,6.846054383,Lakes,Yirol East,Adior,Ayiem,53,30.80229451,6.794758345,1427,30.92010996,6.83692047,359,30.81986538,6.931449866
Bey,Bey,,30.96339986,6.845008746,Lakes,Yirol East,Adior,Ayiem,53,30.80229451,6.794758345,1427,30.92010996,6.83692047,359,30.81986538,6.931449866
Tinechor,Tinechor,,30.85613799,6.757279654,Lakes,Yirol East,Adior,Ayiem,53,30.80229451,6.794758345,1427,30.92010996,6.83692047,359,30.81986538,6.931449866
Agul,Agul,,30.89812139,6.712026185,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Dungbwo,Dungbwo,,30.93722726,6.735156341,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Toich Pagak,Toich Pagak,,30.95712573,6.728173633,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Aturuk,Aturuk,,30.96978776,6.694186118,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Pajang,Pajang,,30.9583323,6.673085138,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Wunkel,Wunkel,,30.92191043,6.653411812,Lakes,Yirol East,Malek,Malek,53,30.80229451,6.794758345,1436,30.83178561,6.691340147,361,31.05843724,6.613354146
Alonglei,Alonglei,,30.9381492,6.654659298,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Komlou,Komlou,,30.97946111,6.642036882,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Bayrkou,Bayrkou,,31.02665328,6.660679128,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Atitwi,Atitwi,,31.00061556,6.637111992,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Anyei,Anyei,,31.00182907,6.604141891,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Pankhial,Pankhial,,30.93991159,6.634097935,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Buol,Buol,,31.05852868,6.582561334,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Pagach,Pagach,,31.30790072,6.52493322,Lakes,Yirol East,Malek,Thian,53,30.80229451,6.794758345,1437,31.12750633,6.505862857,361,31.05843724,6.613354146
Rel Ngong,Rel Ngong,,31.29185696,6.552432788,Lakes,Yirol East,Malek,Thian,53,30.80229451,6.794758345,1437,31.12750633,6.505862857,361,31.05843724,6.613354146
Pabuop,Pabuop,,31.29612826,6.583553913,Lakes,Yirol East,Malek,Thian,53,30.80229451,6.794758345,1437,31.12750633,6.505862857,361,31.05843724,6.613354146
Panyang Luel,Panyang Luel,,31.24766222,6.617985347,Lakes,Yirol East,Malek,Thian,53,30.80229451,6.794758345,1437,31.12750633,6.505862857,361,31.05843724,6.613354146
Paliol,Paliol,,31.2574552,6.633258701,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Patiang Chot,Patiang Chot,,31.25111427,6.639457234,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Paliyech,Paliyech,,31.23376547,6.65835219,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Pankhom Anyer,Pankhom Anyer,,31.14744302,6.748097518,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Patuor,Patuor,,31.10246936,6.779713864,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Kenisa,Kenisa,,31.1212131,6.800695462,Lakes,Yirol East,Malek,Langmatot,53,30.80229451,6.794758345,1435,31.04855851,6.673402778,361,31.05843724,6.613354146
Kwat Nguk,Kwat Nguk,,31.08486584,6.841426223,Lakes,Yirol East,Adior,Ayiem,53,30.80229451,6.794758345,1427,30.92010996,6.83692047,359,30.81986538,6.931449866
Kwech,Kwech,,31.01953869,6.8524431,Lakes,Yirol East,Adior,Ayiem,53,30.80229451,6.794758345,1427,30.92010996,6.83692047,359,30.81986538,6.931449866
Fagaleyd,Fagaleyd,,30.14210858,7.159927294,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Arwop,Arwop,,30.16149497,7.173881183,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Kwil,Kwil,,30.12301916,7.222845184,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Tiemwut,Tiemwut,,30.15116971,7.086949326,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Kajur,Kajur,,30.14051228,7.121171996,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Kareng,Kareng,,30.1988635,7.128843536,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Tiamud,Tiamud,,30.14375876,7.133489829,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Malong Rial,Malong Rial,,30.11447333,7.073425949,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Adhel,Adhel,,30.0992172,6.988671503,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Aluet,Aluet,,30.02624778,6.99190618,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Janguar,Janguar,,30.09702117,6.99208818,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Pamdit,Pamdit,,30.0819817,7.018112552,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Paguere,Paguere,,30.09072955,7.019900931,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Amom Ping,Amom Ping,,30.09264327,7.031269671,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Peyeng,Peyeng,Kek,30.08829731,7.04003039,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Chitieg,Chitieg,,29.87021134,7.040522774,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Agar,Agar,,29.87122706,7.076779135,Lakes,Rumbek Centre,Mayom,Cueicok,49,29.78087798,7.017503404,1388,29.78417419,7.08842557,341,29.78417419,7.08842557
Luell,Luell,,29.92658567,7.097731998,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Falwal,Falwal,,29.88337351,7.014426153,Lakes,Rumbek Centre,Amongpiny,Amongpiny,49,29.78087798,7.017503404,1380,30.02726793,7.084361972,337,29.99364469,7.043045786
Kwell,Kwell,,29.79903985,6.997651038,Lakes,Rumbek Centre,Mayom,Cueicok,49,29.78087798,7.017503404,1388,29.78417419,7.08842557,341,29.78417419,7.08842557
Amit,Amit,,29.78493,7.008659209,Lakes,Rumbek Centre,Mayom,Cueicok,49,29.78087798,7.017503404,1388,29.78417419,7.08842557,341,29.78417419,7.08842557
Shway,Shway,,29.74454565,7.122652905,Lakes,Rumbek Centre,Mayom,Cueicok,49,29.78087798,7.017503404,1388,29.78417419,7.08842557,341,29.78417419,7.08842557
Ajak,Ajak,,29.72117347,7.116831745,Lakes,Rumbek Centre,Malek,Apeet,49,29.78087798,7.017503404,1384,29.70230816,7.214431588,339,29.70230816,7.214431588
Shuai,Shuai,,29.71620741,7.108090895,Lakes,Rumbek Centre,Malek,Apeet,49,29.78087798,7.017503404,1384,29.70230816,7.214431588,339,29.70230816,7.214431588
Malwal,Malwal,,29.67022762,7.130306539,Lakes,Rumbek Centre,Mayom,Cueicok,49,29.78087798,7.017503404,1388,29.78417419,7.08842557,341,29.78417419,7.08842557
Anoig,Anoig,,29.7239551,7.154530801,Lakes,Rumbek Centre,Malek,Apeet,49,29.78087798,7.017503404,1384,29.70230816,7.214431588,339,29.70230816,7.214431588
Fashope,Fashope,,29.68894136,7.222108506,Lakes,Rumbek Centre,Malek,Apeet,49,29.78087798,7.017503404,1384,29.70230816,7.214431588,339,29.70230816,7.214431588
Rumlar,Rumlar,,29.56623259,6.962187747,Lakes,Rumbek Centre,Matangai,Nyangkoot,49,29.78087798,7.017503404,1387,29.66053042,6.922035957,340,29.5666189,6.860209179
Rubkuey,Rubkuey,Rubkuay,29.77174359,7.970713061,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Pabuong,Pabuong,,29.8451667,8.01666669,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Wangkan,Wangkan,,29.93294395,8.049691214,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Gak,Gak,,29.86706333,8.066278781,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Tokur,Tokur,,30.15324198,8.0692628,Unity,Leer,Pilieny,Panhiam,27,30.23092596,8.201366973,747,30.14053748,8.071594221,172,30.13432439,8.102068024
Kuol,Kuol,,29.94576062,8.075741214,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Pakur,Pakur,,29.94472728,8.084307214,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Kapiny,Kapiny,,29.90347999,8.088344781,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Dhorthier,Dhorthier,,29.89529666,8.089678781,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Tharnor Mayiadit,Tharnor Mayiadit,,29.88906333,8.093128781,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Bhorlieh village,Bhorlieh village,,30.23987101,8.093655615,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Leer,Leer,,30.23987101,8.093655615,Unity,Leer,Yang,Thonyor,27,30.23092596,8.201366973,749,30.19260148,8.060072877,173,30.26933032,8.061353664
Rotngech,Rotngech,,29.89456333,8.094494781,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Nyakey,Nyakey,,29.97484395,8.101541214,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Luonyier,Luonyier,,29.76314198,8.102001773,Unity,Mayendit,Maal,Dhor-their,28,29.90374012,8.107020489,759,29.78901742,8.095900385,177,29.7917283,8.129433542
Luongyier One,Luongyier One,,29.9391627,8.102260713,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Luongyier Two,Luongyier Two,,29.9441127,8.102627713,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Beng,Beng,,29.98111062,8.105657214,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Dhorpouk Toch,Dhorpouk Toch,,29.9589627,8.107160713,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Banejiek,Banejiek,,29.91157999,8.109094781,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Gezira,Gezira,,29.9473127,8.112927713,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Chot Char,Chot Char,,29.78505864,8.113917773,Unity,Mayendit,Maal,Dhor-their,28,29.90374012,8.107020489,759,29.78901742,8.095900385,177,29.7917283,8.129433542
Dhornyang Thong,Dhornyang Thong,,29.9540627,8.114027713,Unity,Mayendit,Pabuong,Bathjob,28,29.90374012,8.107020489,761,29.88992081,7.931802477,178,29.88992081,7.931802477
Dianywal Two,Dianywal Two,,29.81608793,8.117644217,Unity,Mayendit,Maal,Dhor-their,28,29.90374012,8.107020489,759,29.78901742,8.095900385,177,29.7917283,8.129433542
Thuoknhan/mayieh,Thuoknhan/mayieh,,29.77827531,8.122434773,Unity,Mayendit,Maal,Dhor-their,28,29.90374012,8.107020489,759,29.78901742,8.095900385,177,29.7917283,8.129433542
Dianywal One,Dianywal One,,29.72488698,8.126135347,Unity,Mayendit,Maal,Dhor-their,28,29.90374012,8.107020489,759,29.78901742,8.095900385,177,29.7917283,8.129433542
